Product_type,SKU,Price,Availability,Number_of_products_sold,Revenue_generated,Customer_demographics,Stock_levels,Lead_times,Order_quantities,Shipping_times,Shipping_carriers,Shipping_costs,Supplier_name,Location,Lead_time,Production_volumes,Manufacturing_lead_time,Manufacturing_costs,Inspection_results,Defect_rates,Transportation_modes,Routes,Costs,Profit,Total_Cost,Profit_Margin,Delay_Status,Inventory_Ratio,Inventory_Status,Demand_Level,Supplier_Risk_Score,Transport_Efficiency,Month_Number,Date
haircare,SKU74,3.170011413566155,64,904,5709.945295969287,Female,41,6,1,5,Carrier A,5.237654650037448,Supplier 4,Delhi,1,919,9,80.58085215644782,Fail,0.3966127241099354,Rail,Route A,341.55265678322337,5624.126789162802,85.81850680648526,0.9849703451857822,0,41.0,Overstock,High Demand,1.3966127241099353,1.0475309300074895,3,2027-03-31
skincare,SKU75,92.99688423397066,29,106,1889.073589779335,Non-binary,16,20,56,10,Carrier C,2.473897761045461,Supplier 1,Chennai,25,759,11,48.06478264000659,Pass,2.030069088668752,Air,Route C,873.1296480176514,1838.534909378283,50.538680401052055,0.9732468440221244,1,0.2857142857142857,Understock,Low Demand,27.030069088668753,0.2473897761045461,4,2027-04-30
haircare,SKU76,69.10879954743032,23,241,5328.375984297758,Male,38,1,22,10,Carrier A,7.054538336836926,Supplier 2,Bangalore,25,985,24,64.32359779560022,Pending,2.1800374515822165,Rail,Route A,997.4134501331946,5256.997848165321,71.37813613243715,0.9866041479912863,1,1.7272727272727273,Normal,Low Demand,27.180037451582216,0.7054538336836926,5,2027-05-31
haircare,SKU77,57.44974295897148,14,359,2483.7601775427947,Unknown,96,28,57,4,Carrier B,6.780946625617895,Supplier 1,Kolkata,26,334,5,42.95244474899184,Pass,3.055141818307548,Road,Route B,852.56809891985,2434.026786168185,49.73339137460973,0.9799765726883457,0,1.6842105263157894,Normal,Medium Demand,29.055141818307547,1.6952366564044739,6,2027-06-30
haircare,SKU78,6.306883176111915,50,946,1292.4584179377562,Unknown,5,4,51,5,Carrier B,8.46704977086199,Supplier 5,Mumbai,25,858,21,71.12651472040338,Pending,4.096881332470452,Sea,Route C,323.59220343132216,1212.864853446491,79.59356449126537,0.9384169243771382,0,0.09803921568627451,Understock,High Demand,29.096881332470453,1.6934099541723981,7,2027-07-31
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Bangalore,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,7824.356040138749,64.36722828833132,0.9918406025793872,0,1.55,Normal,Low Demand,5.165871627480608,6.4963253642950445,8,2027-08-31
skincare,SKU80,91.12831835044432,75,872,8651.672682982065,Unknown,39,14,41,2,Carrier C,2.8331846794189746,Supplier 3,Chennai,8,202,5,76.96122802382001,Fail,2.8496621985053308,Sea,Route B,787.7798504943445,8571.878270278827,79.79441270323899,0.9907769958911882,0,0.9512195121951219,Normal,High Demand,10.849662198505332,1.4165923397094873,9,2027-09-30
haircare,SKU81,72.81920693031822,9,774,4384.413400045863,Unknown,48,6,8,5,Carrier B,4.066277501512044,Supplier 3,Delhi,28,698,1,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.77833594679885,4360.557529602448,23.855870443415647,0.9945589367911416,0,6.0,Overstock,High Demand,30.54754712154871,0.8132555003024088,10,2027-10-31
skincare,SKU82,17.034930739467917,13,336,2943.3818676094515,Unknown,42,19,72,1,Carrier A,4.70818187354193,Supplier 2,Mumbai,6,955,26,4.46527843494324,Pending,4.137877048622357,Road,Route C,589.9785556280407,2934.2084073009664,9.17346030848517,0.9968833604604843,0,0.5833333333333334,Understock,Medium Demand,10.137877048622357,4.70818187354193,11,2027-11-30
haircare,SKU83,68.91124621160633,82,663,2411.754632110491,Unknown,65,24,7,8,Carrier B,4.949839577996949,Supplier 1,Bangalore,20,443,5,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.9710182260933,2309.074198731961,102.68043337853,0.9574250083273704,1,9.285714285714286,Overstock,High Demand,20.77300613406725,0.6187299472496186,12,2027-12-31
haircare,SKU84,89.10436729210225,99,618,2048.2900998487103,Unknown,73,26,80,10,Carrier A,8.381615624922631,Supplier 5,Chennai,24,589,22,33.808636513209095,Pass,4.843456577118041,Air,Route B,465.457005963688,2006.0998477105784,42.190252138131726,0.9794022086318495,1,0.9125,Normal,Medium Demand,28.84345657711804,0.8381615624922631,1,2028-01-31
cosmetics,SKU85,76.96299441519388,83,25,8684.613059253858,Female,15,18,66,2,Carrier C,8.249168704871728,Supplier 5,Chennai,4,211,2,69.9293455186723,Fail,1.3744289997457582,Road,Route B,842.6868300046415,8606.434545030314,78.17851422354403,0.9909980428960803,0,0.22727272727272727,Understock,Low Demand,5.374428999745758,4.124584352435864,2,2028-02-29
skincare,SKU86,19.99817694040422,18,223,1229.5910285649834,Unknown,32,14,22,6,Carrier B,1.4543053101535517,Supplier 1,Mumbai,4,569,18,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.2548898358665,1153.5277532596351,76.06327530534824,0.9381393702960574,0,1.4545454545454546,Normal,Low Demand,6.051512930766247,0.2423842183589253,3,2028-03-31
haircare,SKU87,80.41403665035574,24,79,5133.846701086692,Male,5,7,55,10,Carrier A,6.575803797548535,Supplier 3,Chennai,27,523,17,28.69699682414317,Fail,3.693737787839276,Sea,Route B,879.3592177349243,5098.573900465,35.27280062169171,0.9931293623134043,1,0.09090909090909091,Understock,Low Demand,30.693737787839275,0.6575803797548535,4,2028-04-30
cosmetics,SKU88,75.27040697572501,58,737,9444.74203306298,Male,60,18,85,7,Carrier A,3.8012531329310777,Supplier 2,Mumbai,21,953,11,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.91624796070496,9372.755860873007,71.98617218997225,0.9923781748683054,1,0.7058823529411765,Understock,High Demand,21.72220440188293,0.5430361618472969,5,2028-05-31
cosmetics,SKU89,97.76008558193868,10,134,5924.682566853231,Unknown,90,1,27,8,Carrier B,9.92981624527726,Supplier 1,Kolkata,23,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,5868.148877226309,56.53368962692173,0.9904579377900834,1,3.3333333333333335,Overstock,Low Demand,24.907665733959075,1.2412270306596576,6,2028-06-30
skincare,SKU90,13.881913501359142,56,320,9592.633570280312,Non-binary,66,18,96,7,Carrier B,7.674430708112694,Supplier 3,Bangalore,8,585,8,85.67596333579797,Pass,1.2193822244013883,Rail,Route B,990.0784725058112,9499.2831762364,93.35039404391067,0.990268533311527,1,0.6875,Understock,Medium Demand,9.219382224401388,1.096347244016099,7,2028-07-31
cosmetics,SKU91,62.11196546396179,90,916,1935.206793507599,Male,98,22,85,7,Carrier B,7.471514084401146,Supplier 4,Delhi,5,207,28,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238,1887.9623969208578,47.24439658674112,0.9755869001983453,1,1.1529411764705881,Normal,High Demand,5.626001858209395,1.0673591549144494,8,2028-08-31
cosmetics,SKU92,47.71423307582023,44,276,2100.1297546259366,Male,90,25,10,8,Carrier B,4.469500026123601,Supplier 2,Mumbai,4,671,29,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.0927825367629,2033.0475642041986,67.08219042173793,0.9680580734242841,1,9.0,Overstock,Medium Demand,4.333431825224739,0.5586875032654501,9,2028-09-30
haircare,SKU93,69.29083100290549,88,114,4531.4021336919095,Unknown,63,17,66,1,Carrier C,7.0064320590043945,Supplier 4,Chennai,21,824,20,35.63365234334388,Fail,4.165781795424145,Air,Route A,823.5238458881558,4488.762049289561,42.64008440234828,0.9905900904081519,0,0.9545454545454546,Normal,Low Demand,25.165781795424145,7.0064320590043945,10,2028-10-31
cosmetics,SKU94,3.037688724631414,97,987,7888.356546661873,Unknown,77,26,72,9,Carrier B,6.942945942032581,Supplier 2,Delhi,12,908,14,60.38737861486212,Pass,1.4636074984727798,Rail,Route B,846.6652569866948,7821.026222104978,67.33032455689471,0.9914645941573993,1,1.0694444444444444,Normal,High Demand,13.46360749847278,0.7714384380036201,11,2028-11-30
haircare,SKU95,77.90392721944775,65,672,7386.363944048664,Unknown,15,14,26,9,Carrier B,8.630338869602754,Supplier 4,Mumbai,18,450,26,58.89068576858998,Pending,1.2108821295850665,Air,Route A,778.8642413766479,7318.842919410472,67.52102463819274,0.9908586924297719,1,0.5769230769230769,Understock,High Demand,19.210882129585066,0.9589265410669727,12,2028-12-31
cosmetics,SKU96,24.42313142037338,29,324,7698.424765632117,Non-binary,67,2,32,3,Carrier C,5.352878043996809,Supplier 3,Mumbai,28,648,28,17.80375633139127,Pending,3.872047681482133,Road,Route A,188.74214114905695,7675.268131256729,23.15663437538808,0.9969920295280711,0,2.09375,Overstock,Medium Demand,31.872047681482133,1.7842926813322697,1,2029-01-31
haircare,SKU97,3.526111259143416,56,62,4370.916579984536,Male,46,19,4,9,Carrier A,7.904845611209675,Supplier 4,Mumbai,10,535,13,65.76515592636746,Fail,3.376237834717981,Road,Route A,540.1324228679678,4297.246578446959,73.67000153757714,0.9831454112222298,1,11.5,Overstock,Low Demand,13.376237834717982,0.8783161790232972,2,2029-02-28
skincare,SKU98,19.7546048668786,43,913,8525.952559683526,Female,53,1,27,7,Carrier B,1.409801095138073,Supplier 5,Chennai,28,581,9,5.604690864371781,Pending,2.908122169351261,Rail,Route A,882.1988635470415,8518.938067724017,7.014491959509854,0.9991772776225991,1,1.962962962962963,Normal,High Demand,30.908122169351262,0.20140015644829615,3,2029-03-31
haircare,SKU99,68.51783269927664,17,627,9185.185829181704,Unknown,55,8,59,6,Carrier B,1.3110237561206226,Supplier 2,Chennai,29,921,2,38.07289852062604,Fail,0.3460272907055034,Rail,Route B,210.74300896424612,9145.801906904957,39.38392227674666,0.9957122345688834,0,0.9322033898305084,Normal,High Demand,29.346027290705504,0.2185039593534371,4,2029-04-30
